Step,large_model_Train,large_model_Val,medium_model_Train,medium_model_Val,medium_model_w_worddropout_Train,medium_model_w_worddropout_Val,medium_model_w_worddropout2_Train,medium_model_w_worddropout2_Val,small_model_Train,small_model_Val,small_model_wo_skip_Train,small_model_wo_skip_Val
1260,0.33663567900657654,0.348396897315979,0.3640548586845398,0.3728145658969879,0.5671331286430359,0.41843780875205994,0.621757984161377,0.43556416034698486,0.8589242696762085,0.861991286277771,2.4004781246185303,2.4115800857543945
1270,0.33659684658050537,0.3489265441894531,0.36473965644836426,0.3729895353317261,0.5649888515472412,0.4173165261745453,0.6194904446601868,0.43733689188957214,0.832571804523468,0.8373110890388489,2.396209955215454,2.4083125591278076
1280,0.33638235926628113,0.34811460971832275,0.36062517762184143,0.3691932260990143,0.5651558041572571,0.4165644943714142,0.6145294308662415,0.4339655935764313,0.8142573833465576,0.817756175994873,2.39335560798645,2.4049198627471924
1290,0.33610060811042786,0.34740039706230164,0.3609824776649475,0.3689427077770233,0.5637274384498596,0.41801831126213074,0.6138107180595398,0.4331362247467041,0.7894691228866577,0.7947404384613037,2.3918824195861816,2.4041545391082764
1300,0.33526575565338135,0.34742534160614014,0.3589962124824524,0.367928147315979,0.5615119338035583,0.4158841371536255,0.6090035438537598,0.43355536460876465,0.7721701264381409,0.77727210521698,2.38515567779541,2.397089958190918
1310,0.33543381094932556,0.3469172716140747,0.35883668065071106,0.3670801520347595,0.5593962073326111,0.41632166504859924,0.6089733839035034,0.43238866329193115,0.7525697350502014,0.7590559124946594,2.381803035736084,2.3938374519348145
1320,0.33558282256126404,0.34735164046287537,0.35748398303985596,0.36541202664375305,0.5569429993629456,0.4149976968765259,0.6079003214836121,0.4322283864021301,0.7331234812736511,0.7395998239517212,2.378122091293335,2.3900814056396484
1330,0.335182785987854,0.34689080715179443,0.35732391476631165,0.36579176783561707,0.5536637902259827,0.41463756561279297,0.60245281457901,0.43171268701553345,0.7200167179107666,0.7263274192810059,2.375779628753662,2.3885037899017334
1340,0.33512717485427856,0.3472011089324951,0.356148898601532,0.36496350169181824,0.5521339178085327,0.4153849482536316,0.6021921634674072,0.431466668844223,0.7080473303794861,0.7151003479957581,2.37221360206604,2.382878303527832
1350,0.33505764603614807,0.34792014956474304,0.35563498735427856,0.36455878615379333,0.5522890686988831,0.4139951765537262,0.5963037014007568,0.42884621024131775,0.6919529438018799,0.6983988285064697,2.3672049045562744,2.3782973289489746
1360,0.33398354053497314,0.34673458337783813,0.35475632548332214,0.3628205955028534,0.5510408282279968,0.4130060076713562,0.5969363451004028,0.4287183880805969,0.6800974011421204,0.6869967579841614,2.362283229827881,2.374638319015503
1370,0.3347666561603546,0.3476148545742035,0.3559457063674927,0.3639916181564331,0.5487654805183411,0.4135463237762451,0.5932673811912537,0.4279150664806366,0.6690832376480103,0.6763193011283875,2.3593595027923584,2.3708226680755615
1380,0.33454352617263794,0.3460341989994049,0.35353705286979675,0.3615134060382843,0.5488387942314148,0.41433337330818176,0.5939121246337891,0.4278516471385956,0.656848669052124,0.6632734537124634,2.355229139328003,2.365943193435669
1390,0.3348484933376312,0.34631529450416565,0.3543899953365326,0.36161985993385315,0.5442123413085938,0.41301605105400085,0.5901393890380859,0.4262927770614624,0.6464129090309143,0.6529809832572937,2.3546361923217773,2.365584135055542
1400,0.33384954929351807,0.34637850522994995,0.35305941104888916,0.36066338419914246,0.5436079502105713,0.4133308529853821,0.5874406099319458,0.42609599232673645,0.6356229186058044,0.6418963670730591,2.3457748889923096,2.356207847595215
1410,0.3341579735279083,0.3458666205406189,0.35244202613830566,0.3608688712120056,0.5430662035942078,0.41201096773147583,0.5851691365242004,0.4256400763988495,0.6269213557243347,0.635093092918396,2.3444221019744873,2.3546149730682373
1420,0.33353671431541443,0.3452070653438568,0.353176474571228,0.36126935482025146,0.5414666533470154,0.41125500202178955,0.5820620059967041,0.42422157526016235,0.6244411468505859,0.6309946179389954,2.3399693965911865,2.3505911827087402
1430,0.33350321650505066,0.34587562084198,0.3520893156528473,0.36033380031585693,0.5398222208023071,0.4115045666694641,0.5810067057609558,0.424346923828125,0.6110839247703552,0.6198842525482178,2.33682918548584,2.347435474395752
1440,0.33359295129776,0.34531623125076294,0.3535134792327881,0.36132171750068665,0.5394120216369629,0.4117887616157532,0.579187273979187,0.4246414601802826,0.6028460264205933,0.6110190749168396,2.334566831588745,2.3453986644744873
1450,0.3334183394908905,0.3454614579677582,0.35184720158576965,0.3603576719760895,0.5394640564918518,0.4112367331981659,0.5788243412971497,0.42485398054122925,0.5941362977027893,0.6028985381126404,2.328974723815918,2.33998441696167
1460,0.3323150873184204,0.34481140971183777,0.35249871015548706,0.35985031723976135,0.5363097786903381,0.4108107089996338,0.5746558904647827,0.42222538590431213,0.5871171951293945,0.5963242650032043,2.3247487545013428,2.3359572887420654
1470,0.33270618319511414,0.3447670042514801,0.3503001928329468,0.3584185540676117,0.5351963639259338,0.4096754491329193,0.5735552310943604,0.42220690846443176,0.583652138710022,0.5907970666885376,2.3209009170532227,2.3323960304260254
1480,0.332733154296875,0.3449055850505829,0.3512153625488281,0.35942620038986206,0.5353056192398071,0.4108857810497284,0.5713366270065308,0.42237624526023865,0.5759178996086121,0.5850619673728943,2.3188183307647705,2.329730272293091
1490,0.33231547474861145,0.34446799755096436,0.3494524359703064,0.3583230972290039,0.53449547290802,0.4109962582588196,0.5710006952285767,0.423532098531723,0.5715588927268982,0.5808787941932678,2.313868522644043,2.3254623413085938
1500,0.33277878165245056,0.34529560804367065,0.3493047058582306,0.3580150306224823,0.5308030247688293,0.4098927974700928,0.567238986492157,0.4222415089607239,0.5686659812927246,0.577052891254425,2.311288595199585,2.322333335876465
1510,0.3323994576931,0.34616440534591675,0.3482573330402374,0.357271283864975,0.5292916297912598,0.4085148572921753,0.5668854713439941,0.4216569662094116,0.5605844259262085,0.5693950653076172,2.3074936866760254,2.3197526931762695
1520,0.3324166238307953,0.344839870929718,0.3493194878101349,0.3574237823486328,0.5286471247673035,0.40862542390823364,0.5670921802520752,0.420998752117157,0.5601692199707031,0.5687987208366394,2.3036916255950928,2.3157777786254883
1530,0.3320325016975403,0.3444473147392273,0.34829914569854736,0.3565071225166321,0.5299795866012573,0.40938055515289307,0.5659065842628479,0.42077702283859253,0.5560926198959351,0.5645670294761658,2.3005247116088867,2.312363624572754
1540,0.3320901095867157,0.3444499671459198,0.347189337015152,0.35571974515914917,0.5286217927932739,0.408560186624527,0.5613888502120972,0.4200803339481354,0.5475622415542603,0.5564507842063904,2.296496629714966,2.308154344558716
1550,0.33262118697166443,0.3448546528816223,0.348763108253479,0.356558233499527,0.5263087749481201,0.40824437141418457,0.560986340045929,0.41984042525291443,0.5448502898216248,0.5534589290618896,2.29447603225708,2.3049087524414062
1560,0.33202025294303894,0.34532400965690613,0.34656810760498047,0.3550885319709778,0.5236062407493591,0.40707337856292725,0.5587902665138245,0.4194764792919159,0.5413101315498352,0.5502611398696899,2.29083251953125,2.303346872329712
1570,0.3326186239719391,0.3443722128868103,0.34754177927970886,0.35651588439941406,0.5246977806091309,0.4081650674343109,0.5561865568161011,0.4185822308063507,0.5363667011260986,0.5462853312492371,2.2881276607513428,2.301412582397461
1580,0.33191174268722534,0.3448448181152344,0.348316490650177,0.3557705283164978,0.5256696939468384,0.4079013168811798,0.5586516261100769,0.41852667927742004,0.5357329845428467,0.5450753569602966,2.286468267440796,2.299276351928711
1590,0.33196473121643066,0.34415730834007263,0.34716132283210754,0.3552403151988983,0.5224023461341858,0.4071570932865143,0.5553157329559326,0.41926729679107666,0.5299547910690308,0.5386645793914795,2.284226655960083,2.296693801879883
1600,0.3316693902015686,0.34428054094314575,0.34680572152137756,0.3556830883026123,0.5213497281074524,0.40712887048721313,0.5517909526824951,0.41776353120803833,0.527396023273468,0.5357534289360046,2.2826216220855713,2.295316219329834
1610,0.33194637298583984,0.3439851999282837,0.34480926394462585,0.35324421525001526,0.5215024948120117,0.40688401460647583,0.5513259172439575,0.4176500737667084,0.5222378373146057,0.5320723652839661,2.2791125774383545,2.291562080383301
1620,0.3311839997768402,0.3436881899833679,0.3454281985759735,0.3539182245731354,0.5185548663139343,0.4071737229824066,0.5494141578674316,0.4165489673614502,0.5223310589790344,0.5318629741668701,2.2765917778015137,2.289083480834961
1630,0.33130943775177,0.34394967555999756,0.34576407074928284,0.3542161285877228,0.5168775320053101,0.4066380560398102,0.5488516092300415,0.41665658354759216,0.521392285823822,0.5304380059242249,2.2757043838500977,2.2887489795684814
1640,0.33117571473121643,0.3444352447986603,0.34525322914123535,0.3537941873073578,0.5172044038772583,0.40714219212532043,0.549222469329834,0.41731196641921997,0.5152996182441711,0.5242530703544617,2.2700493335723877,2.2829599380493164
1650,0.3305448889732361,0.34376388788223267,0.34503817558288574,0.3546164631843567,0.5169842839241028,0.40619704127311707,0.5463976860046387,0.41727641224861145,0.5147610306739807,0.5232542157173157,2.2693610191345215,2.2818832397460938
1660,0.3300168216228485,0.343347430229187,0.34467756748199463,0.3530887961387634,0.5166723132133484,0.40562862157821655,0.5484938621520996,0.41584107279777527,0.5136194825172424,0.522567868232727,2.268061637878418,2.2802867889404297
1670,0.33117973804473877,0.34322497248649597,0.34494560956954956,0.3533754348754883,0.5141996741294861,0.40551674365997314,0.5448201298713684,0.41512832045555115,0.5092207789421082,0.518613874912262,2.2645912170410156,2.277244806289673
1680,0.33139365911483765,0.3438723385334015,0.34521564841270447,0.3539015054702759,0.51398104429245,0.4044416844844818,0.54401695728302,0.4154370129108429,0.5076262950897217,0.515861451625824,2.264317750930786,2.276421070098877
1690,0.33117470145225525,0.3437858521938324,0.34404659271240234,0.35296493768692017,0.5129218697547913,0.40491336584091187,0.5420373678207397,0.4146149158477783,0.505974531173706,0.5151708722114563,2.2652060985565186,2.2774059772491455
1700,0.33034858107566833,0.34340545535087585,0.34499591588974,0.35360872745513916,0.5140361785888672,0.40510639548301697,0.5403395295143127,0.41420090198516846,0.5046231746673584,0.5132673382759094,2.259551525115967,2.2717761993408203
1710,0.33096861839294434,0.3436011075973511,0.344807505607605,0.3533385992050171,0.5122851729393005,0.40467754006385803,0.5423954725265503,0.4151987135410309,0.5019211173057556,0.5106691122055054,2.2573082447052,2.270256280899048
1720,0.33090928196907043,0.34334757924079895,0.34450972080230713,0.35323330760002136,0.5114545226097107,0.40453436970710754,0.5390746593475342,0.41375091671943665,0.49946799874305725,0.5088173151016235,2.2571074962615967,2.2693819999694824
1730,0.33019837737083435,0.3427484631538391,0.3445451855659485,0.3527858257293701,0.5102970004081726,0.4043215215206146,0.5382664203643799,0.4137837588787079,0.49765345454216003,0.5067863464355469,2.2532947063446045,2.2674033641815186
1740,0.3296867311000824,0.34382784366607666,0.3447427749633789,0.35330522060394287,0.5086705088615417,0.4036409258842468,0.5374753475189209,0.41447922587394714,0.49784842133522034,0.5069385170936584,2.252112627029419,2.2654426097869873
1750,0.3302324414253235,0.3426884114742279,0.34403640031814575,0.35194793343544006,0.5094783902168274,0.40440693497657776,0.5356512069702148,0.4129471480846405,0.49496570229530334,0.5027977228164673,2.2502148151397705,2.2623822689056396
1760,0.3302834630012512,0.3430602252483368,0.3433830738067627,0.3521508276462555,0.5084795951843262,0.4040900468826294,0.5347726941108704,0.41321519017219543,0.4948267340660095,0.5038514137268066,2.248483896255493,2.260462999343872
1770,0.3305555284023285,0.3427388072013855,0.3436850309371948,0.3526720106601715,0.5087185502052307,0.4049782156944275,0.5337574481964111,0.4129973351955414,0.49164730310440063,0.5008218288421631,2.2464826107025146,2.2599828243255615
1780,0.33019188046455383,0.3435420095920563,0.34483322501182556,0.3532438576221466,0.5053814053535461,0.40264439582824707,0.5322694182395935,0.4119359850883484,0.4903362989425659,0.4999997615814209,2.246262311935425,2.260045051574707
1790,0.32980528473854065,0.3429388403892517,0.3422035872936249,0.3516334295272827,0.5061199069023132,0.40373530983924866,0.5333484411239624,0.4101601839065552,0.4886399209499359,0.4980284571647644,2.242457866668701,2.256249189376831
1800,0.33021679520606995,0.34287720918655396,0.3422490656375885,0.3515661954879761,0.5063266754150391,0.4036230146884918,0.5271344780921936,0.4083879888057709,0.48889482021331787,0.49882957339286804,2.24039363861084,2.253436326980591
1810,0.3303973078727722,0.34312716126441956,0.34389981627464294,0.35263916850090027,0.5055437684059143,0.4040549397468567,0.5282081961631775,0.408153772354126,0.4879794418811798,0.4958638846874237,2.240548610687256,2.2531423568725586
1820,0.32968032360076904,0.3434706926345825,0.34372836351394653,0.353017657995224,0.5041171908378601,0.4039338231086731,0.5255909562110901,0.4081610441207886,0.48642992973327637,0.4943174123764038,2.2356183528900146,2.24958872795105
1830,0.32977113127708435,0.3421655297279358,0.34369224309921265,0.3522368371486664,0.5054470300674438,0.404206782579422,0.5280228853225708,0.40810057520866394,0.4848322570323944,0.4938872158527374,2.236412763595581,2.249469041824341
1840,0.32961761951446533,0.34277617931365967,0.3421129882335663,0.3509502708911896,0.5026369690895081,0.4031316637992859,0.525134801864624,0.4074389934539795,0.4836030602455139,0.49235355854034424,2.232586622238159,2.24471378326416
1850,0.32998716831207275,0.34293052554130554,0.34288159012794495,0.35175013542175293,0.5041356086730957,0.40288710594177246,0.5237717628479004,0.40813732147216797,0.4810384511947632,0.4909091591835022,2.232928991317749,2.2452635765075684
1860,0.32964804768562317,0.34222328662872314,0.34232598543167114,0.3505898416042328,0.501386821269989,0.4018203318119049,0.5254766345024109,0.40741288661956787,0.4808681607246399,0.48915988206863403,2.229602575302124,2.2418007850646973
1870,0.32955580949783325,0.34292706847190857,0.34208056330680847,0.3502093553543091,0.5027279257774353,0.4035674035549164,0.5222119688987732,0.40660935640335083,0.47897571325302124,0.4869873523712158,2.2280757427215576,2.239694118499756
1880,0.329218327999115,0.3417415916919708,0.34248077869415283,0.3520379364490509,0.5049851536750793,0.4033096432685852,0.5207326412200928,0.4072679281234741,0.479335755109787,0.48807868361473083,2.2258079051971436,2.2381691932678223
1890,0.32960936427116394,0.3432052731513977,0.3421960473060608,0.35059478878974915,0.5007056593894958,0.4024195969104767,0.5200585722923279,0.40664657950401306,0.4776952862739563,0.4858653247356415,2.2250711917877197,2.2378883361816406
1900,0.32897526025772095,0.342716246843338,0.342579185962677,0.35152190923690796,0.4999144673347473,0.4015882611274719,0.5193547606468201,0.4065535068511963,0.4761401116847992,0.48491397500038147,2.2266626358032227,2.2377641201019287
1910,0.32911407947540283,0.3421923816204071,0.3428122401237488,0.3513438403606415,0.49954086542129517,0.4026537239551544,0.518028199672699,0.40617379546165466,0.4755236804485321,0.4835742712020874,2.2216107845306396,2.2336723804473877
1920,0.32956331968307495,0.34290623664855957,0.3419289290904999,0.35099244117736816,0.4986807703971863,0.401877760887146,0.5180543065071106,0.40640121698379517,0.4748620092868805,0.48343563079833984,2.2212603092193604,2.2335569858551025
1930,0.329555869102478,0.342619925737381,0.342614084482193,0.35124102234840393,0.4996667802333832,0.40221714973449707,0.5173093676567078,0.40583375096321106,0.4720399081707001,0.48050686717033386,2.2243921756744385,2.2361626625061035
1940,0.32951927185058594,0.34238213300704956,0.3416129946708679,0.3504165709018707,0.4976215362548828,0.4011847674846649,0.5166767835617065,0.4056853950023651,0.47082874178886414,0.48007288575172424,2.2184462547302246,2.2295174598693848
1950,0.3288417160511017,0.34191977977752686,0.3418773412704468,0.3503153920173645,0.4972233474254608,0.4015463888645172,0.5144175887107849,0.40503260493278503,0.4708591401576996,0.4797922372817993,2.2165687084198,2.2291455268859863
1960,0.3291850984096527,0.34244710206985474,0.34109944105148315,0.35007813572883606,0.4981265664100647,0.401299387216568,0.5145125389099121,0.40529656410217285,0.4692946970462799,0.47828567028045654,2.2181012630462646,2.2304251194000244
1970,0.3290465474128723,0.3419399559497833,0.34058788418769836,0.3487197756767273,0.4963169991970062,0.4017462134361267,0.515541136264801,0.4052499830722809,0.4702526032924652,0.47972598671913147,2.2168571949005127,2.228353977203369
1980,0.3291172683238983,0.3418535590171814,0.3393274247646332,0.3485206663608551,0.49571937322616577,0.40151068568229675,0.5133717656135559,0.40516844391822815,0.4690631628036499,0.47693392634391785,2.214959144592285,2.2265923023223877
1990,0.32866278290748596,0.34275010228157043,0.3405810594558716,0.34899020195007324,0.4944424331188202,0.4008587896823883,0.5126779079437256,0.4049311578273773,0.4666428864002228,0.4756730794906616,2.2145345211029053,2.2254347801208496
2000,0.328726202249527,0.34184375405311584,0.3406645953655243,0.34913936257362366,0.49607715010643005,0.40106579661369324,0.5125434398651123,0.4041482210159302,0.46720650792121887,0.47647446393966675,2.212428569793701,2.2240662574768066
2010,0.3283171057701111,0.3427439033985138,0.34004801511764526,0.34871792793273926,0.4946545362472534,0.4009689390659332,0.5127443075180054,0.40432193875312805,0.46517413854599,0.4752221703529358,2.2132692337036133,2.2255477905273438
2020,0.3286378085613251,0.3419288396835327,0.34062281250953674,0.3483870327472687,0.4957502484321594,0.40172967314720154,0.5113198161125183,0.4031151831150055,0.46579742431640625,0.47334805130958557,2.2111475467681885,2.223283052444458
2030,0.3284323811531067,0.342367023229599,0.34058040380477905,0.34942904114723206,0.49386683106422424,0.4007743000984192,0.5109521746635437,0.4044128358364105,0.46434852480888367,0.472695916891098,2.208256721496582,2.2211899757385254
2040,0.32894977927207947,0.34175223112106323,0.339041143655777,0.3484758138656616,0.4942008852958679,0.40187209844589233,0.5098122358322144,0.4040127098560333,0.46234625577926636,0.471238911151886,2.207994222640991,2.2200400829315186
2050,0.3283146023750305,0.3424482047557831,0.3399679958820343,0.3488810658454895,0.4942948818206787,0.40106919407844543,0.5101448893547058,0.4043756127357483,0.4623468518257141,0.47146475315093994,2.208209276199341,2.221115827560425
2060,0.3282376229763031,0.3420398235321045,0.3392082154750824,0.3479849100112915,0.4934912919998169,0.40154972672462463,0.5087489485740662,0.4037024676799774,0.46216338872909546,0.4718557596206665,2.206641912460327,2.218249559402466
2070,0.32885676622390747,0.34168189764022827,0.3391924798488617,0.34821659326553345,0.4913266897201538,0.39983901381492615,0.5084659457206726,0.40404051542282104,0.46208930015563965,0.47056156396865845,2.205604076385498,2.217583656311035
2080,0.3288692235946655,0.3419414460659027,0.3389548063278198,0.34784045815467834,0.4912462532520294,0.40043753385543823,0.507758378982544,0.4031180143356323,0.4600943326950073,0.46851739287376404,2.204413890838623,2.217991352081299
2090,0.3279086947441101,0.3422219455242157,0.33824142813682556,0.3472825288772583,0.49128109216690063,0.3999217748641968,0.5063854455947876,0.403036504983902,0.4597668945789337,0.46996939182281494,2.202728033065796,2.2148826122283936
2100,0.32850363850593567,0.3421522080898285,0.33903050422668457,0.34807339310646057,0.4918481707572937,0.4010593891143799,0.5062072277069092,0.4031553566455841,0.4600083529949188,0.4678044617176056,2.203725814819336,2.2140276432037354
2110,0.3283977806568146,0.34200677275657654,0.3394971489906311,0.34792494773864746,0.4904857575893402,0.400498628616333,0.5050933361053467,0.4019124507904053,0.45938345789909363,0.46842917799949646,2.2019383907318115,2.2133636474609375
2120,0.328177273273468,0.34304359555244446,0.3393082022666931,0.3479667603969574,0.48987793922424316,0.39969974756240845,0.5050588250160217,0.4029656946659088,0.4598856270313263,0.4680798649787903,2.202176094055176,2.2130377292633057
2130,0.32809963822364807,0.3422936499118805,0.33850201964378357,0.3475113809108734,0.4891161620616913,0.3998539447784424,0.504294753074646,0.40291979908943176,0.45758384466171265,0.4658978283405304,2.201356887817383,2.212177276611328
2140,0.3282368779182434,0.3423694372177124,0.3396046459674835,0.348448783159256,0.48912712931632996,0.3991445302963257,0.504875123500824,0.4028404653072357,0.4560149312019348,0.46549758315086365,2.199551582336426,2.211071729660034
2150,0.32778507471084595,0.3421618640422821,0.3379221260547638,0.3479161858558655,0.48813530802726746,0.4005701541900635,0.5027778148651123,0.40288639068603516,0.4556902348995209,0.4640359580516815,2.1973025798797607,2.209477186203003
2160,0.32767707109451294,0.3418942391872406,0.3396035134792328,0.3474959433078766,0.4885956943035126,0.399351567029953,0.5032349228858948,0.4024158716201782,0.45565736293792725,0.4643704295158386,2.1998555660247803,2.211461067199707
2170,0.328257292509079,0.3421604633331299,0.33942684531211853,0.34756410121917725,0.48974835872650146,0.4008514881134033,0.5031081438064575,0.4026249051094055,0.4551842212677002,0.4639238119125366,2.198202610015869,2.20896053314209
2180,0.32795658707618713,0.3423677086830139,0.3384883403778076,0.3465852737426758,0.48830199241638184,0.40055206418037415,0.5025337934494019,0.4019090235233307,0.453120619058609,0.46243491768836975,2.195476770401001,2.2071449756622314
2190,0.3273882269859314,0.34192728996276855,0.3383065462112427,0.3462926745414734,0.4883648753166199,0.39936959743499756,0.5005159974098206,0.40148138999938965,0.45442306995391846,0.46298468112945557,2.1951208114624023,2.2056725025177
2200,0.327754944562912,0.3416729271411896,0.3379732072353363,0.3466656804084778,0.4872964024543762,0.39925530552864075,0.5009025931358337,0.40155312418937683,0.4528622031211853,0.4619472622871399,2.1965701580047607,2.207879066467285
2210,0.32776424288749695,0.34151434898376465,0.3395010232925415,0.34795382618904114,0.48677390813827515,0.3997849225997925,0.5020377039909363,0.4018251895904541,0.4526257812976837,0.46019700169563293,2.1945183277130127,2.205735206604004
2220,0.32818499207496643,0.3416997790336609,0.3386157155036926,0.34658434987068176,0.48605918884277344,0.4000924229621887,0.5019890666007996,0.40131404995918274,0.45167219638824463,0.46047672629356384,2.193530797958374,2.204571008682251
2230,0.328026682138443,0.3421352803707123,0.33917853236198425,0.34790247678756714,0.4858514368534088,0.39857006072998047,0.4993242025375366,0.4020945429801941,0.4515943229198456,0.4611915946006775,2.191277503967285,2.203115463256836
2240,0.3273959457874298,0.34112823009490967,0.33819445967674255,0.3475501239299774,0.4849715530872345,0.397947758436203,0.49939554929733276,0.4020688235759735,0.45063546299934387,0.459921658039093,2.1920793056488037,2.2036209106445312
2250,0.3277037739753723,0.3414514660835266,0.33786553144454956,0.34674397110939026,0.4842734634876251,0.3986087143421173,0.49839600920677185,0.4014313220977783,0.45090824365615845,0.4599703252315521,2.1903436183929443,2.201003313064575
2260,0.3268566131591797,0.341583251953125,0.33856430649757385,0.3478506803512573,0.4836677610874176,0.3986259698867798,0.49967876076698303,0.40230605006217957,0.4501451849937439,0.4595915973186493,2.187185764312744,2.197488307952881
2270,0.32769545912742615,0.3411869406700134,0.3374345302581787,0.3462269604206085,0.48364198207855225,0.3978707492351532,0.498468816280365,0.40126174688339233,0.44819337129592896,0.4579792320728302,2.1884407997131348,2.1992719173431396
2280,0.3277280330657959,0.3413011133670807,0.3374917209148407,0.34633341431617737,0.4826217591762543,0.397744357585907,0.49821436405181885,0.40137413144111633,0.4498531222343445,0.4584141671657562,2.185788631439209,2.197143793106079
2290,0.32782799005508423,0.3418407738208771,0.33690890669822693,0.3464806079864502,0.4814811646938324,0.3972246050834656,0.4973915219306946,0.40122246742248535,0.4480920433998108,0.4573122262954712,2.1871492862701416,2.1975035667419434
2300,0.32773861289024353,0.34198880195617676,0.3370921313762665,0.34620821475982666,0.48132747411727905,0.397632360458374,0.4959926903247833,0.4010275602340698,0.4480507969856262,0.4575483202934265,2.1869418621063232,2.196521043777466
2310,0.3275766670703888,0.34218189120292664,0.33754661679267883,0.34662166237831116,0.4813344478607178,0.39814841747283936,0.4964316487312317,0.4018109440803528,0.44640782475471497,0.45546218752861023,2.1881461143493652,2.199444532394409
2320,0.32725003361701965,0.3416471481323242,0.3374817967414856,0.3463035821914673,0.48173660039901733,0.39796558022499084,0.49656951427459717,0.40109267830848694,0.4465729594230652,0.45643603801727295,2.186044692993164,2.196974515914917
2330,0.32749122381210327,0.3414958119392395,0.3368377983570099,0.3459707498550415,0.4813638925552368,0.3976818025112152,0.4944704473018646,0.4013045132160187,0.4460441470146179,0.45503219962120056,2.184091567993164,2.1950931549072266
2340,0.3272493779659271,0.34217628836631775,0.33864012360572815,0.3469999432563782,0.48133811354637146,0.3973649740219116,0.49563512206077576,0.4004383087158203,0.44658786058425903,0.45510172843933105,2.182710886001587,2.1932730674743652
2350,0.32721343636512756,0.3418029844760895,0.3365885019302368,0.3451319932937622,0.48108330368995667,0.39693671464920044,0.49435916543006897,0.4001358151435852,0.4464457035064697,0.4553166627883911,2.181222915649414,2.1909635066986084
2360,0.32684800028800964,0.34136199951171875,0.33745521306991577,0.346627801656723,0.4798052906990051,0.3969567120075226,0.49447572231292725,0.40110188722610474,0.445342481136322,0.45453137159347534,2.182101249694824,2.1928491592407227
2370,0.32734206318855286,0.34041672945022583,0.33707138895988464,0.34523841738700867,0.4803828299045563,0.3976794481277466,0.4943701922893524,0.3997907340526581,0.4446828067302704,0.4537559151649475,2.1805832386016846,2.190322160720825
2380,0.3271641135215759,0.34160012006759644,0.3365528881549835,0.3453478217124939,0.4794791340827942,0.39636868238449097,0.4937126934528351,0.4006515443325043,0.4436109662055969,0.4531032145023346,2.179687738418579,2.1899890899658203
2390,0.32746151089668274,0.34124886989593506,0.3372257649898529,0.345467746257782,0.4785664677619934,0.39686131477355957,0.49476101994514465,0.4005453586578369,0.4432497024536133,0.4535963535308838,2.1791090965270996,2.190157175064087
2400,0.3276687264442444,0.3415299952030182,0.33647477626800537,0.3457361161708832,0.47917771339416504,0.39659473299980164,0.4930207431316376,0.400031179189682,0.4432476758956909,0.45266100764274597,2.176464080810547,2.186652898788452
2410,0.3266814947128296,0.3417277932167053,0.33744144439697266,0.34612154960632324,0.478475421667099,0.39642754197120667,0.49355900287628174,0.4005976915359497,0.44332873821258545,0.45256099104881287,2.181339740753174,2.192448616027832
2420,0.3277376890182495,0.3414227366447449,0.336938738822937,0.3449912667274475,0.47836244106292725,0.39678722620010376,0.4919494390487671,0.3993024528026581,0.44240525364875793,0.4522358179092407,2.17649245262146,2.1872260570526123
2430,0.32694751024246216,0.3418651521205902,0.3379940092563629,0.3463924527168274,0.47788840532302856,0.3970751166343689,0.49201691150665283,0.40032485127449036,0.4420284032821655,0.4512692391872406,2.175863742828369,2.1861963272094727
2440,0.3268495798110962,0.3413822650909424,0.3363216519355774,0.344939261674881,0.4773431718349457,0.3959008455276489,,,0.4425587058067322,0.45265787839889526,2.1765871047973633,2.1867830753326416
2450,0.3271384835243225,0.34221524000167847,0.3360929489135742,0.3450174629688263,0.4761294424533844,0.3965599834918976,,,0.4410431981086731,0.4501475989818573,2.1755685806274414,2.1846370697021484
2460,0.32712334394454956,0.3415375053882599,0.33625614643096924,0.34547919034957886,0.47678765654563904,0.3967720866203308,,,0.44025862216949463,0.44972819089889526,2.173907518386841,2.183412551879883
2470,0.3267216980457306,0.3415849208831787,0.33632057905197144,0.3450734615325928,0.4771466851234436,0.3963242471218109,,,0.4418899416923523,0.4509469270706177,2.174779176712036,2.1842753887176514
2480,0.3271060585975647,0.34094351530075073,0.33640044927597046,0.3453669250011444,0.4758865237236023,0.3962274193763733,,,0.43944549560546875,0.4489668011665344,2.172314405441284,2.1823835372924805
2490,0.32680267095565796,0.3412002623081207,0.33632171154022217,0.3456641733646393,0.4749303460121155,0.39591383934020996,,,0.4385533630847931,0.4487224817276001,2.1713836193084717,2.1813013553619385
2500,0.32662877440452576,0.34177613258361816,0.33583956956863403,0.3451826870441437,0.4759424924850464,0.39599528908729553,,,0.4394174814224243,0.4485781192779541,2.1705214977264404,2.1803345680236816
2510,0.3267279863357544,0.3407597243785858,0.33656856417655945,0.34452685713768005,0.4745108485221863,0.39572808146476746,,,0.4384227395057678,0.4484071433544159,2.1705727577209473,2.1804039478302
2520,0.32678526639938354,0.3409557640552521,0.33556050062179565,0.3450819253921509,0.4759865701198578,0.3960329294204712,,,0.4379756450653076,0.44666072726249695,2.1687116622924805,2.1792032718658447
2530,0.326188325881958,0.3420589566230774,0.336313396692276,0.3448004424571991,0.47504591941833496,0.39577242732048035,,,0.4378248453140259,0.4483102858066559,2.169650077819824,2.1803202629089355
